ID, Font, Prediction, Actual, Confidence, Pass/Fail
539, EBGaramond-Medium, y, y, 1.000, PASS
540, EBGaramond-Medium, z, z, 0.999, PASS
541, EBGaramond-Medium, !, !, 1.000, PASS
542, EBGaramond-Medium, #, #, 0.973, PASS
543, EBGaramond-Medium, $, $, 0.996, PASS
544, EBGaramond-Medium, %, %, 1.000, PASS
545, EBGaramond-Medium, &, &, 1.000, PASS
546, EBGaramond-Medium, *, *, 1.000, PASS
547, EBGaramond-Medium, +, +, 1.000, PASS
548, EBGaramond-Medium, -, -, 0.998, PASS
549, EBGaramond-Medium, 0, 0, 1.000, PASS
550, EBGaramond-Medium, 1, 1, 0.643, PASS
551, EBGaramond-Medium, 2, 2, 1.000, PASS
552, EBGaramond-Medium, 3, 3, 1.000, PASS
553, EBGaramond-Medium, 4, 4, 1.000, PASS
554, EBGaramond-Medium, 5, 5, 1.000, PASS
555, EBGaramond-Medium, 6, 6, 1.000, PASS
556, EBGaramond-Medium, 7, 7, 0.999, PASS
557, EBGaramond-Medium, 8, 8, 1.000, PASS
558, EBGaramond-Medium, 9, 9, 1.000, PASS
559, EBGaramond-Medium, <, <, 1.000, PASS
560, EBGaramond-Medium, >, >, 1.000, PASS
561, EBGaramond-Medium, ?, ?, 0.991, PASS
562, EBGaramond-Medium, @, @, 1.000, PASS
563, EBGaramond-Medium, A, A, 1.000, PASS
564, EBGaramond-Medium, B, B, 1.000, PASS
565, EBGaramond-Medium, C, C, 0.995, PASS
566, EBGaramond-Medium, D, D, 1.000, PASS
567, EBGaramond-Medium, E, E, 1.000, PASS
568, EBGaramond-Medium, F, F, 1.000, PASS
569, EBGaramond-Medium, G, G, 1.000, PASS
570, EBGaramond-Medium, H, H, 1.000, PASS
571, EBGaramond-Medium, I, I, 0.996, PASS
572, EBGaramond-Medium, J, J, 1.000, PASS
573, EBGaramond-Medium, K, K, 1.000, PASS
574, EBGaramond-Medium, L, L, 1.000, PASS
575, EBGaramond-Medium, M, M, 1.000, PASS
576, EBGaramond-Medium, N, N, 1.000, PASS
577, EBGaramond-Medium, O, O, 1.000, PASS
578, EBGaramond-Medium, P, P, 0.997, PASS
579, EBGaramond-Medium, Q, Q, 1.000, PASS
580, EBGaramond-Medium, R, R, 1.000, PASS
581, EBGaramond-Medium, S, S, 0.908, PASS
582, EBGaramond-Medium, T, T, 0.915, PASS
583, EBGaramond-Medium, U, U, 1.000, PASS
584, EBGaramond-Medium, V, V, 1.000, PASS
585, EBGaramond-Medium, W, W, 1.000, PASS
586, EBGaramond-Medium, X, X, 0.988, PASS
587, EBGaramond-Medium, Y, Y, 1.000, PASS
588, EBGaramond-Medium, Z, Z, 1.000, PASS
589, EBGaramond-Medium, a, a, 0.999, PASS
590, EBGaramond-Medium, b, b, 0.980, PASS
591, EBGaramond-Medium, c, c, 1.000, PASS
592, EBGaramond-Regular, d, d, 0.999, PASS
593, EBGaramond-Regular, e, e, 0.995, PASS
594, EBGaramond-Regular, f, f, 0.999, PASS
595, EBGaramond-Regular, g, g, 0.983, PASS
596, EBGaramond-Regular, h, h, 0.941, PASS
597, EBGaramond-Regular, i, i, 1.000, PASS
598, EBGaramond-Regular, j, j, 0.992, PASS
599, EBGaramond-Regular, k, k, 1.000, PASS
600, EBGaramond-Regular, l, l, 0.554, PASS
601, EBGaramond-Regular, m, m, 1.000, PASS
602, EBGaramond-Regular, n, n, 0.995, PASS
603, EBGaramond-Regular, o, o, 0.999, PASS
604, EBGaramond-Regular, p, p, 0.956, PASS
605, EBGaramond-Regular, q, q, 0.999, PASS
606, EBGaramond-Regular, r, r, 0.992, PASS
607, EBGaramond-Regular, s, s, 0.970, PASS
608, EBGaramond-Regular, t, t, 0.998, PASS
609, EBGaramond-Regular, u, u, 1.000, PASS
610, EBGaramond-Regular, v, v, 0.999, PASS
611, EBGaramond-Regular, w, w, 1.000, PASS
612, EBGaramond-Regular, x, x, 0.999, PASS
613, EBGaramond-Regular, y, y, 1.000, PASS
614, EBGaramond-Regular, z, z, 0.997, PASS
615, EBGaramond-Regular, !, !, 1.000, PASS
616, EBGaramond-Regular, #, #, 0.829, PASS
617, EBGaramond-Regular, $, $, 0.987, PASS
618, EBGaramond-Regular, %, %, 1.000, PASS
619, EBGaramond-Regular, &, &, 1.000, PASS
620, EBGaramond-Regular, *, *, 1.000, PASS
621, EBGaramond-Regular, +, +, 1.000, PASS
622, EBGaramond-Regular, -, -, 0.994, PASS
623, EBGaramond-Regular, 0, 0, 1.000, PASS
624, EBGaramond-Regular, 1, 1, 0.540, PASS
625, EBGaramond-Regular, 2, 2, 0.999, PASS
626, EBGaramond-Regular, 3, 3, 1.000, PASS
627, EBGaramond-Regular, 4, 4, 1.000, PASS
628, EBGaramond-Regular, 5, 5, 1.000, PASS
629, EBGaramond-Regular, 6, 6, 1.000, PASS
630, EBGaramond-Regular, 7, 7, 0.999, PASS
631, EBGaramond-Regular, 8, 8, 0.996, PASS
632, EBGaramond-Regular, 9, 9, 1.000, PASS
633, EBGaramond-Regular, <, <, 1.000, PASS
634, EBGaramond-Regular, >, >, 1.000, PASS
635, EBGaramond-Regular, !, ?, 0.795, FAIL
636, EBGaramond-Regular, @, @, 1.000, PASS
637, EBGaramond-Regular, A, A, 1.000, PASS
638, EBGaramond-Regular, B, B, 1.000, PASS
639, EBGaramond-Regular, C, C, 0.950, PASS
640, EBGaramond-Regular, D, D, 0.999, PASS
641, EBGaramond-Regular, E, E, 1.000, PASS
642, EBGaramond-Regular, F, F, 0.993, PASS
643, EBGaramond-Regular, G, G, 1.000, PASS
644, EBGaramond-Regular, H, H, 0.993, PASS
645, EBGaramond-Regular, I, I, 0.993, PASS
646, EBGaramond-Regular, J, J, 0.999, PASS
647, EBGaramond-Regular, K, K, 1.000, PASS
648, EBGaramond-Regular, L, L, 1.000, PASS
649, EBGaramond-Regular, M, M, 0.995, PASS
650, EBGaramond-Regular, N, N, 1.000, PASS
651, EBGaramond-Regular, O, O, 1.000, PASS
652, EBGaramond-Regular, P, P, 0.987, PASS
653, EBGaramond-Regular, Q, Q, 1.000, PASS
654, EBGaramond-Regular, R, R, 0.835, PASS
655, EBGaramond-Regular, S, S, 0.918, PASS
656, EBGaramond-Regular, T, T, 0.981, PASS
657, EBGaramond-Regular, U, U, 0.997, PASS
658, EBGaramond-Regular, V, V, 0.997, PASS
659, EBGaramond-Regular, W, W, 0.555, PASS
660, EBGaramond-Regular, X, X, 1.000, PASS
661, EBGaramond-Regular, Y, Y, 0.999, PASS
662, EBGaramond-Regular, Z, Z, 1.000, PASS
663, EBGaramond-Regular, a, a, 0.976, PASS
664, EBGaramond-Regular, b, b, 0.996, PASS
665, EBGaramond-Regular, c, c, 1.000, PASS
666, Lexend-Black, d, d, 0.998, PASS
667, Lexend-Black, e, e, 1.000, PASS
668, Lexend-Black, f, f, 1.000, PASS
669, Lexend-Black, g, g, 0.998, PASS
670, Lexend-Black, h, h, 1.000, PASS
671, Lexend-Black, i, i, 1.000, PASS
672, Lexend-Black, j, j, 1.000, PASS
673, Lexend-Black, k, k, 1.000, PASS
674, Lexend-Black, l, l, 1.000, PASS
675, Lexend-Black, m, m, 1.000, PASS
676, Lexend-Black, n, n, 1.000, PASS
677, Lexend-Black, o, o, 0.987, PASS
678, Lexend-Black, p, p, 0.942, PASS
679, Lexend-Black, q, q, 1.000, PASS
680, Lexend-Black, r, r, 0.999, PASS
681, Lexend-Black, s, s, 1.000, PASS
682, Lexend-Black, t, t, 1.000, PASS
683, Lexend-Black, u, u, 1.000, PASS
684, Lexend-Black, v, v, 1.000, PASS
685, Lexend-Black, w, w, 1.000, PASS
686, Lexend-Black, x, x, 0.975, PASS
687, Lexend-Black, y, y, 1.000, PASS
688, Lexend-Black, z, z, 0.977, PASS
689, Lexend-Black, !, !, 1.000, PASS
690, Lexend-Black, #, #, 0.994, PASS
691, Lexend-Black, $, $, 1.000, PASS
692, Lexend-Black, %, %, 1.000, PASS
693, Lexend-Black, &, &, 1.000, PASS
694, Lexend-Black, *, *, 1.000, PASS
695, Lexend-Black, +, +, 1.000, PASS
696, Lexend-Black, -, -, 1.000, PASS
697, Lexend-Black, O, 0, 0.512, FAIL
698, Lexend-Black, 1, 1, 1.000, PASS
699, Lexend-Black, 2, 2, 1.000, PASS
700, Lexend-Black, 3, 3, 1.000, PASS
701, Lexend-Black, 4, 4, 0.993, PASS
702, Lexend-Black, 5, 5, 1.000, PASS
703, Lexend-Black, 6, 6, 1.000, PASS
704, Lexend-Black, 7, 7, 0.990, PASS
705, Lexend-Black, 8, 8, 1.000, PASS
706, Lexend-Black, 9, 9, 1.000, PASS
707, Lexend-Black, <, <, 1.000, PASS
708, Lexend-Black, >, >, 1.000, PASS
709, Lexend-Black, ?, ?, 1.000, PASS
710, Lexend-Black, @, @, 1.000, PASS
711, Lexend-Black, A, A, 1.000, PASS
712, Lexend-Black, B, B, 1.000, PASS
713, Lexend-Black, C, C, 1.000, PASS
714, Lexend-Black, D, D, 1.000, PASS
715, Lexend-Black, E, E, 1.000, PASS
716, Lexend-Black, F, F, 1.000, PASS
717, Lexend-Black, G, G, 1.000, PASS
718, Lexend-Black, H, H, 0.999, PASS
719, Lexend-Black, I, I, 1.000, PASS
720, Lexend-Black, J, J, 0.997, PASS
721, Lexend-Black, K, K, 0.965, PASS
722, Lexend-Black, L, L, 1.000, PASS
723, Lexend-Black, M, M, 1.000, PASS
724, Lexend-Black, N, N, 1.000, PASS
725, Lexend-Black, O, O, 1.000, PASS
726, Lexend-Black, P, P, 0.839, PASS
727, Lexend-Black, Q, Q, 0.993, PASS
728, Lexend-Black, R, R, 1.000, PASS
729, Lexend-Black, S, S, 0.999, PASS
730, Lexend-Black, T, T, 1.000, PASS
731, Lexend-Black, U, U, 1.000, PASS
732, Lexend-Black, V, V, 1.000, PASS
733, Lexend-Black, W, W, 0.872, PASS
734, Lexend-Black, X, X, 0.998, PASS
735, Lexend-Black, Y, Y, 1.000, PASS
736, Lexend-Black, Z, Z, 1.000, PASS
737, Lexend-Black, a, a, 1.000, PASS
738, Lexend-Black, b, b, 0.999, PASS
739, Lexend-Black, c, c, 0.992, PASS
740, Lexend-Bold, d, d, 1.000, PASS
741, Lexend-Bold, e, e, 1.000, PASS
742, Lexend-Bold, f, f, 1.000, PASS
743, Lexend-Bold, g, g, 1.000, PASS
744, Lexend-Bold, h, h, 1.000, PASS
745, Lexend-Bold, i, i, 1.000, PASS
746, Lexend-Bold, j, j, 1.000, PASS
747, Lexend-Bold, k, k, 1.000, PASS
748, Lexend-Bold, l, l, 0.992, PASS
749, Lexend-Bold, m, m, 1.000, PASS
750, Lexend-Bold, n, n, 1.000, PASS
751, Lexend-Bold, o, o, 0.995, PASS
752, Lexend-Bold, p, p, 1.000, PASS
753, Lexend-Bold, q, q, 1.000, PASS
754, Lexend-Bold, r, r, 1.000, PASS
755, Lexend-Bold, s, s, 1.000, PASS
756, Lexend-Bold, t, t, 1.000, PASS
757, Lexend-Bold, u, u, 1.000, PASS
758, Lexend-Bold, v, v, 1.000, PASS
759, Lexend-Bold, w, w, 1.000, PASS
760, Lexend-Bold, x, x, 1.000, PASS
761, Lexend-Bold, y, y, 1.000, PASS
762, Lexend-Bold, z, z, 1.000, PASS
763, Lexend-Bold, !, !, 1.000, PASS
764, Lexend-Bold, #, #, 1.000, PASS
765, Lexend-Bold, $, $, 1.000, PASS
766, Lexend-Bold, %, %, 1.000, PASS
767, Lexend-Bold, &, &, 1.000, PASS
768, Lexend-Bold, *, *, 1.000, PASS
769, Lexend-Bold, +, +, 1.000, PASS
770, Lexend-Bold, -, -, 1.000, PASS
771, Lexend-Bold, 0, 0, 0.968, PASS
772, Lexend-Bold, 1, 1, 1.000, PASS
773, Lexend-Bold, 2, 2, 1.000, PASS
774, Lexend-Bold, 3, 3, 1.000, PASS
775, Lexend-Bold, 4, 4, 1.000, PASS
776, Lexend-Bold, 5, 5, 1.000, PASS
777, Lexend-Bold, 6, 6, 1.000, PASS
778, Lexend-Bold, 7, 7, 1.000, PASS
779, Lexend-Bold, 8, 8, 1.000, PASS
780, Lexend-Bold, 9, 9, 1.000, PASS
781, Lexend-Bold, <, <, 1.000, PASS
782, Lexend-Bold, >, >, 0.999, PASS
783, Lexend-Bold, ?, ?, 1.000, PASS
784, Lexend-Bold, @, @, 1.000, PASS
785, Lexend-Bold, A, A, 1.000, PASS
786, Lexend-Bold, B, B, 1.000, PASS
787, Lexend-Bold, C, C, 1.000, PASS
788, Lexend-Bold, D, D, 1.000, PASS
789, Lexend-Bold, E, E, 1.000, PASS
790, Lexend-Bold, F, F, 1.000, PASS
791, Lexend-Bold, G, G, 1.000, PASS
792, Lexend-Bold, H, H, 1.000, PASS
793, Lexend-Bold, I, I, 1.000, PASS
794, Lexend-Bold, J, J, 1.000, PASS
795, Lexend-Bold, K, K, 0.998, PASS
796, Lexend-Bold, L, L, 1.000, PASS
797, Lexend-Bold, M, M, 1.000, PASS
798, Lexend-Bold, N, N, 1.000, PASS
799, Lexend-Bold, O, O, 1.000, PASS
800, Lexend-Bold, P, P, 1.000, PASS
801, Lexend-Bold, Q, Q, 1.000, PASS
802, Lexend-Bold, R, R, 1.000, PASS
803, Lexend-Bold, S, S, 1.000, PASS
804, Lexend-Bold, T, T, 1.000, PASS
805, Lexend-Bold, U, U, 1.000, PASS
806, Lexend-Bold, V, V, 1.000, PASS
807, Lexend-Bold, W, W, 1.000, PASS
808, Lexend-Bold, X, X, 0.998, PASS
809, Lexend-Bold, Y, Y, 1.000, PASS
810, Lexend-Bold, Z, Z, 1.000, PASS
811, Lexend-Bold, a, a, 1.000, PASS
812, Lexend-Bold, b, b, 1.000, PASS
813, Lexend-Bold, c, c, 1.000, PASS
814, Lexend-ExtraBold, d, d, 1.000, PASS
815, Lexend-ExtraBold, e, e, 1.000, PASS
816, Lexend-ExtraBold, f, f, 1.000, PASS
817, Lexend-ExtraBold, g, g, 1.000, PASS
818, Lexend-ExtraBold, h, h, 1.000, PASS
819, Lexend-ExtraBold, i, i, 1.000, PASS
820, Lexend-ExtraBold, j, j, 1.000, PASS
821, Lexend-ExtraBold, k, k, 1.000, PASS
822, Lexend-ExtraBold, l, l, 0.999, PASS
823, Lexend-ExtraBold, m, m, 1.000, PASS
824, Lexend-ExtraBold, n, n, 1.000, PASS
825, Lexend-ExtraBold, o, o, 0.999, PASS
826, Lexend-ExtraBold, p, p, 1.000, PASS
827, Lexend-ExtraBold, q, q, 1.000, PASS
828, Lexend-ExtraBold, r, r, 1.000, PASS
829, Lexend-ExtraBold, s, s, 1.000, PASS
830, Lexend-ExtraBold, t, t, 1.000, PASS
831, Lexend-ExtraBold, u, u, 1.000, PASS
832, Lexend-ExtraBold, v, v, 1.000, PASS
833, Lexend-ExtraBold, w, w, 1.000, PASS
834, Lexend-ExtraBold, x, x, 1.000, PASS
835, Lexend-ExtraBold, y, y, 1.000, PASS
836, Lexend-ExtraBold, z, z, 0.992, PASS
837, Lexend-ExtraBold, !, !, 1.000, PASS
838, Lexend-ExtraBold, #, #, 1.000, PASS
839, Lexend-ExtraBold, $, $, 1.000, PASS
840, Lexend-ExtraBold, %, %, 1.000, PASS
841, Lexend-ExtraBold, &, &, 0.998, PASS
842, Lexend-ExtraBold, *, *, 1.000, PASS
843, Lexend-ExtraBold, +, +, 1.000, PASS
844, Lexend-ExtraBold, -, -, 1.000, PASS
845, Lexend-ExtraBold, 0, 0, 0.974, PASS
846, Lexend-ExtraBold, 1, 1, 1.000, PASS
847, Lexend-ExtraBold, 2, 2, 1.000, PASS
848, Lexend-ExtraBold, 3, 3, 1.000, PASS
849, Lexend-ExtraBold, 4, 4, 1.000, PASS
850, Lexend-ExtraBold, 5, 5, 1.000, PASS
851, Lexend-ExtraBold, 6, 6, 1.000, PASS
852, Lexend-ExtraBold, 7, 7, 0.990, PASS
853, Lexend-ExtraBold, 8, 8, 1.000, PASS
854, Lexend-ExtraBold, 9, 9, 1.000, PASS
855, Lexend-ExtraBold, <, <, 1.000, PASS
856, Lexend-ExtraBold, >, >, 1.000, PASS
857, Lexend-ExtraBold, ?, ?, 1.000, PASS
858, Lexend-ExtraBold, @, @, 1.000, PASS
859, Lexend-ExtraBold, A, A, 1.000, PASS
860, Lexend-ExtraBold, B, B, 1.000, PASS
861, Lexend-ExtraBold, C, C, 1.000, PASS
862, Lexend-ExtraBold, D, D, 1.000, PASS
863, Lexend-ExtraBold, E, E, 1.000, PASS
864, Lexend-ExtraBold, F, F, 1.000, PASS
865, Lexend-ExtraBold, G, G, 1.000, PASS
866, Lexend-ExtraBold, H, H, 1.000, PASS
867, Lexend-ExtraBold, I, I, 1.000, PASS
868, Lexend-ExtraBold, J, J, 0.956, PASS
869, Lexend-ExtraBold, K, K, 1.000, PASS
870, Lexend-ExtraBold, L, L, 1.000, PASS
871, Lexend-ExtraBold, M, M, 1.000, PASS
872, Lexend-ExtraBold, N, N, 1.000, PASS
873, Lexend-ExtraBold, O, O, 1.000, PASS
874, Lexend-ExtraBold, P, P, 0.990, PASS
875, Lexend-ExtraBold, Q, Q, 1.000, PASS
876, Lexend-ExtraBold, R, R, 1.000, PASS
877, Lexend-ExtraBold, S, S, 1.000, PASS
878, Lexend-ExtraBold, T, T, 1.000, PASS
879, Lexend-ExtraBold, U, U, 1.000, PASS
880, Lexend-ExtraBold, V, V, 1.000, PASS
881, Lexend-ExtraBold, W, W, 0.974, PASS
882, Lexend-ExtraBold, X, X, 1.000, PASS
883, Lexend-ExtraBold, Y, Y, 1.000, PASS
884, Lexend-ExtraBold, Z, Z, 1.000, PASS
885, Lexend-ExtraBold, a, a, 1.000, PASS
886, Lexend-ExtraBold, b, b, 1.000, PASS
887, Lexend-ExtraBold, c, c, 1.000, PASS
888, Lexend-ExtraLight, d, d, 1.000, PASS
889, Lexend-ExtraLight, e, e, 1.000, PASS
890, Lexend-ExtraLight, f, f, 1.000, PASS
891, Lexend-ExtraLight, g, g, 0.998, PASS
892, Lexend-ExtraLight, h, h, 1.000, PASS
893, Lexend-ExtraLight, i, i, 1.000, PASS
894, Lexend-ExtraLight, j, j, 1.000, PASS
895, Lexend-ExtraLight, k, k, 1.000, PASS
896, Lexend-ExtraLight, l, l, 0.879, PASS
897, Lexend-ExtraLight, m, m, 1.000, PASS
898, Lexend-ExtraLight, n, n, 1.000, PASS
899, Lexend-ExtraLight, o, o, 0.993, PASS
900, Lexend-ExtraLight, p, p, 0.920, PASS
901, Lexend-ExtraLight, q, q, 0.991, PASS
902, Lexend-ExtraLight, r, r, 1.000, PASS
903, Lexend-ExtraLight, s, s, 1.000, PASS
904, Lexend-ExtraLight, t, t, 0.997, PASS
905, Lexend-ExtraLight, u, u, 1.000, PASS
906, Lexend-ExtraLight, v, v, 1.000, PASS
907, Lexend-ExtraLight, w, w, 1.000, PASS
908, Lexend-ExtraLight, x, x, 1.000, PASS
909, Lexend-ExtraLight, y, y, 0.941, PASS
910, Lexend-ExtraLight, z, z, 0.999, PASS
911, Lexend-ExtraLight, !, !, 1.000, PASS
912, Lexend-ExtraLight, #, #, 0.999, PASS
913, Lexend-ExtraLight, $, $, 1.000, PASS
914, Lexend-ExtraLight, %, %, 1.000, PASS
915, Lexend-ExtraLight, &, &, 1.000, PASS
916, Lexend-ExtraLight, *, *, 1.000, PASS
917, Lexend-ExtraLight, +, +, 1.000, PASS
918, Lexend-ExtraLight, -, -, 1.000, PASS
919, Lexend-ExtraLight, 0, 0, 0.982, PASS
920, Lexend-ExtraLight, 1, 1, 0.994, PASS
921, Lexend-ExtraLight, 2, 2, 1.000, PASS
922, Lexend-ExtraLight, 3, 3, 1.000, PASS
923, Lexend-ExtraLight, 4, 4, 1.000, PASS
924, Lexend-ExtraLight, 5, 5, 0.993, PASS
925, Lexend-ExtraLight, 6, 6, 1.000, PASS
926, Lexend-ExtraLight, 7, 7, 0.996, PASS
927, Lexend-ExtraLight, 8, 8, 1.000, PASS
928, Lexend-ExtraLight, 9, 9, 0.999, PASS
929, Lexend-ExtraLight, <, <, 1.000, PASS
930, Lexend-ExtraLight, >, >, 0.998, PASS
931, Lexend-ExtraLight, ?, ?, 0.999, PASS
932, Lexend-ExtraLight, @, @, 1.000, PASS
933, Lexend-ExtraLight, A, A, 1.000, PASS
934, Lexend-ExtraLight, B, B, 1.000, PASS
935, Lexend-ExtraLight, C, C, 1.000, PASS
936, Lexend-ExtraLight, D, D, 1.000, PASS
937, Lexend-ExtraLight, E, E, 1.000, PASS
938, Lexend-ExtraLight, F, F, 0.989, PASS
939, Lexend-ExtraLight, G, G, 1.000, PASS
940, Lexend-ExtraLight, H, H, 1.000, PASS
941, Lexend-ExtraLight, I, I, 0.997, PASS
942, Lexend-ExtraLight, J, J, 0.988, PASS
943, Lexend-ExtraLight, K, K, 0.855, PASS
944, Lexend-ExtraLight, L, L, 1.000, PASS
945, Lexend-ExtraLight, M, M, 1.000, PASS
946, Lexend-ExtraLight, N, N, 0.935, PASS
947, Lexend-ExtraLight, O, O, 1.000, PASS
948, Lexend-ExtraLight, P, P, 1.000, PASS
949, Lexend-ExtraLight, Q, Q, 1.000, PASS
950, Lexend-ExtraLight, R, R, 1.000, PASS
951, Lexend-ExtraLight, S, S, 0.992, PASS
952, Lexend-ExtraLight, T, T, 1.000, PASS
953, Lexend-ExtraLight, U, U, 0.999, PASS
954, Lexend-ExtraLight, V, V, 1.000, PASS
955, Lexend-ExtraLight, W, W, 1.000, PASS
956, Lexend-ExtraLight, X, X, 0.999, PASS
957, Lexend-ExtraLight, Y, Y, 0.971, PASS
958, Lexend-ExtraLight, Z, Z, 1.000, PASS
959, Lexend-ExtraLight, a, a, 0.989, PASS
960, Lexend-ExtraLight, b, b, 0.999, PASS
961, Lexend-ExtraLight, c, c, 1.000, PASS
962, Lexend-Light, d, d, 1.000, PASS
963, Lexend-Light, e, e, 1.000, PASS
964, Lexend-Light, f, f, 0.998, PASS
965, Lexend-Light, g, g, 1.000, PASS
966, Lexend-Light, h, h, 1.000, PASS
967, Lexend-Light, i, i, 1.000, PASS
968, Lexend-Light, j, j, 1.000, PASS
969, Lexend-Light, k, k, 1.000, PASS
970, Lexend-Light, l, l, 0.794, PASS
971, Lexend-Light, m, m, 1.000, PASS
972, Lexend-Light, n, n, 1.000, PASS
973, Lexend-Light, o, o, 0.997, PASS
974, Lexend-Light, p, p, 0.996, PASS
975, Lexend-Light, q, q, 1.000, PASS
976, Lexend-Light, r, r, 0.999, PASS
977, Lexend-Light, s, s, 1.000, PASS
978, Lexend-Light, t, t, 0.996, PASS
979, Lexend-Light, u, u, 1.000, PASS
980, Lexend-Light, v, v, 1.000, PASS
981, Lexend-Light, w, w, 1.000, PASS
982, Lexend-Light, x, x, 1.000, PASS
983, Lexend-Light, y, y, 0.990, PASS
984, Lexend-Light, z, z, 0.993, PASS
985, Lexend-Light, !, !, 1.000, PASS
986, Lexend-Light, #, #, 1.000, PASS
987, Lexend-Light, $, $, 1.000, PASS
988, Lexend-Light, %, %, 1.000, PASS
989, Lexend-Light, &, &, 1.000, PASS
990, Lexend-Light, *, *, 1.000, PASS
991, Lexend-Light, +, +, 1.000, PASS
992, Lexend-Light, -, -, 1.000, PASS
993, Lexend-Light, 0, 0, 0.699, PASS
994, Lexend-Light, 1, 1, 0.548, PASS
995, Lexend-Light, 2, 2, 1.000, PASS
996, Lexend-Light, 3, 3, 1.000, PASS
997, Lexend-Light, 4, 4, 1.000, PASS
998, Lexend-Light, 5, 5, 0.998, PASS
999, Lexend-Light, 6, 6, 1.000, PASS
1000, Lexend-Light, 7, 7, 0.997, PASS
1001, Lexend-Light, 8, 8, 1.000, PASS
1002, Lexend-Light, 9, 9, 1.000, PASS
1003, Lexend-Light, <, <, 1.000, PASS
1004, Lexend-Light, >, >, 0.952, PASS
1005, Lexend-Light, ?, ?, 1.000, PASS
1006, Lexend-Light, @, @, 1.000, PASS
1007, Lexend-Light, A, A, 1.000, PASS
1008, Lexend-Light, B, B, 0.998, PASS
1009, Lexend-Light, C, C, 1.000, PASS
1010, Lexend-Light, D, D, 1.000, PASS
1011, Lexend-Light, E, E, 1.000, PASS
1012, Lexend-Light, F, F, 1.000, PASS
1013, Lexend-Light, G, G, 1.000, PASS
1014, Lexend-Light, H, H, 1.000, PASS
1015, Lexend-Light, I, I, 0.952, PASS
1016, Lexend-Light, J, J, 0.960, PASS
1017, Lexend-Light, K, K, 0.997, PASS
1018, Lexend-Light, L, L, 1.000, PASS
1019, Lexend-Light, M, M, 0.996, PASS
1020, Lexend-Light, N, N, 1.000, PASS
1021, Lexend-Light, O, O, 1.000, PASS
1022, Lexend-Light, P, P, 1.000, PASS
1023, Lexend-Light, Q, Q, 1.000, PASS
1024, Lexend-Light, R, R, 1.000, PASS
1025, Lexend-Light, S, S, 1.000, PASS
1026, Lexend-Light, T, T, 1.000, PASS
1027, Lexend-Light, U, U, 1.000, PASS
1028, Lexend-Light, V, V, 1.000, PASS
1029, Lexend-Light, W, W, 1.000, PASS
1030, Lexend-Light, X, X, 0.995, PASS
1031, Lexend-Light, Y, Y, 0.999, PASS
1032, Lexend-Light, Z, Z, 1.000, PASS
1033, Lexend-Light, a, a, 1.000, PASS
1034, Lexend-Light, b, b, 1.000, PASS
1035, Lexend-Light, c, c, 1.000, PASS
1036, Lexend-Medium, d, d, 1.000, PASS
1037, Lexend-Medium, e, e, 1.000, PASS
1038, Lexend-Medium, f, f, 1.000, PASS
1039, Lexend-Medium, g, g, 1.000, PASS
1040, Lexend-Medium, h, h, 1.000, PASS
1041, Lexend-Medium, i, i, 1.000, PASS
1042, Lexend-Medium, j, j, 1.000, PASS
1043, Lexend-Medium, k, k, 1.000, PASS
1044, Lexend-Medium, l, l, 0.986, PASS
1045, Lexend-Medium, m, m, 1.000, PASS
1046, Lexend-Medium, n, n, 1.000, PASS
1047, Lexend-Medium, o, o, 1.000, PASS
1048, Lexend-Medium, p, p, 1.000, PASS
1049, Lexend-Medium, q, q, 1.000, PASS
1050, Lexend-Medium, r, r, 1.000, PASS
1051, Lexend-Medium, s, s, 1.000, PASS
1052, Lexend-Medium, t, t, 1.000, PASS
1053, Lexend-Medium, u, u, 1.000, PASS
1054, Lexend-Medium, v, v, 1.000, PASS
1055, Lexend-Medium, w, w, 1.000, PASS
1056, Lexend-Medium, x, x, 1.000, PASS
1057, Lexend-Medium, y, y, 0.909, PASS
1058, Lexend-Medium, z, z, 1.000, PASS
1059, Lexend-Medium, !, !, 1.000, PASS
1060, Lexend-Medium, #, #, 1.000, PASS
1061, Lexend-Medium, $, $, 1.000, PASS
1062, Lexend-Medium, %, %, 1.000, PASS
1063, Lexend-Medium, &, &, 1.000, PASS
1064, Lexend-Medium, *, *, 1.000, PASS
1065, Lexend-Medium, +, +, 1.000, PASS
1066, Lexend-Medium, -, -, 1.000, PASS
1067, Lexend-Medium, 0, 0, 0.994, PASS
1068, Lexend-Medium, L, 1, 0.890, FAIL
1069, Lexend-Medium, 2, 2, 1.000, PASS
1070, Lexend-Medium, 3, 3, 1.000, PASS
1071, Lexend-Medium, 4, 4, 1.000, PASS
1072, Lexend-Medium, 5, 5, 1.000, PASS
1073, Lexend-Medium, 6, 6, 1.000, PASS
1074, Lexend-Medium, 7, 7, 1.000, PASS
1075, Lexend-Medium, 8, 8, 1.000, PASS
1076, Lexend-Medium, 9, 9, 1.000, PASS
1077, Lexend-Medium, <, <, 1.000, PASS
1078, Lexend-Medium, >, >, 1.000, PASS
1079, Lexend-Medium, ?, ?, 1.000, PASS
1080, Lexend-Medium, @, @, 1.000, PASS
1081, Lexend-Medium, A, A, 1.000, PASS
1082, Lexend-Medium, B, B, 1.000, PASS
1083, Lexend-Medium, C, C, 1.000, PASS
1084, Lexend-Medium, D, D, 1.000, PASS
